Country,Is Non-Muslim,Source,Language,Localization name,Code,country_id,localization_id,Default translation,Translated by,Translation ID,Description,URL
"Spain, Latin America",Yes,QuranEnc,Spanish (Tafsir),Spanish,es,67,67,1,Tafsir Center for Quranic Studies,spanish_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/spanish_mokhtasar
Philippines,Yes,QuranEnc,Tagalog (Tafsir),Tagalog,tl,27,27,1,Tafsir Center for Quranic Studies,tagalog_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/tagalog_mokhtasar
Vietnam,Yes,QuranEnc,Vietnamese (Tafsir),Vietnamese,vi,32,32,1,Tafsir Center for Quranic Studies,vietnamese_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/vietnamese_mokhtasar
Italy,Yes,QuranEnc,Italian (Tafsir),Italian,it,7,7,1,Tafsir Center for Quranic Studies,italian_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/italian_mokhtasar
"France, Africa",Yes,QuranEnc,French (Tafsir),French,fr,68,68,1,Tafsir Center for Quranic Studies,french_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/french_mokhtasar
"China, Taiwan",Yes,QuranEnc,Chinese (Tafsir),Chinese,zh,69,69,1,Tafsir Center for Quranic Studies,chinese_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/chinese_mokhtasar
Japan,Yes,QuranEnc,Japanese (Tafsir),Japanese,ja,30,30,1,Tafsir Center for Quranic Studies,japanese_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/japanese_mokhtasar
Azerbaijan,No,QuranEnc,Azerbaijani (Tafsir),Azerbaijani,az,12,12,1,Tafsir Center for Quranic Studies,azeri_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/azeri_mokhtasar
West Africa,Mixed,QuranEnc,Fulani (Tafsir),Fulani,ff,70,70,1,Tafsir Center for Quranic Studies,fulani_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/fulani_mokhtasar
India,Yes,QuranEnc,Hindi (Tafsir),Hindi,hi,42,42,1,Tafsir Center for Quranic Studies,hindi_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/hindi_mokhtasar
"Iraq, Turkey, Syria",No,QuranEnc,Kurdish (Tafsir),Kurdish,ku,71,71,1,Tafsir Center for Quranic Studies,kurdish_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/kurdish_mokhtasar
Kyrgyzstan,No,QuranEnc,Kyrgyz (Tafsir),Kyrgyz,ky,25,25,1,Tafsir Center for Quranic Studies,kyrgyz_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/kyrgyz_mokhtasar
"Afghanistan, Pakistan",No,QuranEnc,Pashto (Tafsir),Pashto,ps,39,39,1,Tafsir Center for Quranic Studies,pashto_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/pashto_mokhtasar
Sri Lanka,Yes,QuranEnc,Sinhalese (Tafsir),Sinhala,si,46,46,1,Tafsir Center for Quranic Studies,sinhalese_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/sinhalese_mokhtasar
Serbia,Yes,QuranEnc,Serbian (Tafsir),Serbian,sr,18,18,1,Tafsir Center for Quranic Studies,serbian_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/serbian_mokhtasar
"India, Sri Lanka",No,QuranEnc,Tamil (Tafsir),Tamil,ta,45,45,1,Tafsir Center for Quranic Studies,tamil_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/tamil_mokhtasar
India,Yes,QuranEnc,Telugu (Tafsir),Telugu,te,42,42,1,Tafsir Center for Quranic Studies,telugu_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/telugu_mokhtasar
Thailand,Yes,QuranEnc,Thai (Tafsir),Thai,th,33,33,1,Tafsir Center for Quranic Studies,thai_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/thai_mokhtasar
China (Xinjiang),No,QuranEnc,Uyghur (Tafsir),Uyghur,ug,29,29,1,Tafsir Center for Quranic Studies,uyghur_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/uyghur_mokhtasar
Uzbekistan,No,QuranEnc,Uzbek (Tafsir),Uzbek,uz,23,23,1,Tafsir Center for Quranic Studies,uzbek_mokhtasar,Issued by Tafsir Center for Quranic Studies.,https://quranenc.com/en/browse/uzbek_mokhtasar
Saudi Arabia,No,QuranEnc,Arabic (Tafsir),Arabic,ar,65,65,1,King Fahd Complex,arabic_moyassar,Issued by King Fahd Complex for Printing the Noble Quran in Medina.,https://quranenc.com/en/browse/arabic_moyassar
Saudi Arabia,No,QuranEnc,Arabic (Tafsir),Arabic,ar,65,65,1,As-Seraj,arabic_seraj,"Book ""As-Seraj"" in Stating the Gharib of Quran.",https://quranenc.com/en/browse/arabic_seraj
"Ethiopia, Djibouti, Eritrea",Mixed,fawazahmed,Afar,Afar,aar,55,55,1,Sheikh Mahmoud Abdel Qader Hamz And Group Of Scholars,aar_sheikhmahmoudab,Translated by Sheikh Mahmoud Abdel Qader Hamz And Group Of Scholars in Afar,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/aar-sheikhmahmoudab.json
Indonesia (Aceh region),No,fawazahmed,Achinese,Achinese,ace,26,26,1,Tgk. H. Mahjiddin Jusuf,ace_tgkhmahjiddinju,Translated by Tgk. H. Mahjiddin Jusuf in Achinese,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ace-tgkhmahjiddinju.json
"South Africa, Namibia",Yes,fawazahmed,Afrikaans,Afrikaans,afr,72,72,1,Imam M. A. Baker,afr_imammabaker,Translated by Imam M. A. Baker in Afrikaans,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/afr-imammabaker.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Jalal Ad Din Al Mahalli And Jalal Ad Din As Suyuti,ara_jalaladdinalmah,Translated by Jalal Ad Din Al Mahalli And Jalal Ad Din As Suyuti in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-jalaladdinalmah.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,King Fahad Quran Complex,ara_kingfahadquranc,Translated by King Fahad Quran Complex in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-kingfahadquranc.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Quran Transliteration,ara_quran_la,Translated by Quran Transliteration in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-quran-la.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Quran Academy,ara_quranacademy,Translated by Quran Academy in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-quranacademy.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Quran Bazzi,ara_quranbazzi,Translated by Quran Bazzi in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-quranbazzi.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Quran Doori,ara_qurandoori,Translated by Quran Doori in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-qurandoori.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Quran Doori Non Unicode,ara_qurandoorinonun,Translated by Quran Doori Non Unicode in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-qurandoorinonun.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Quran Indopak,ara_quranindopak,Translated by Quran Indopak in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-quranindopak.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Quran Khaled Hosney,ara_qurankhaledhosn,Translated by Quran Khaled Hosney in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-qurankhaledhosn.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Quran Nastaleeq Non Unicode,ara_qurannastaleeqn,Translated by Quran Nastaleeq Non Unicode in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-qurannastaleeqn.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Quran Phonetics Transliteration,ara_quranphoneticst,Translated by Quran Phonetics Transliteration in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-quranphoneticst.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Quran Qaloon,ara_quranqaloon,Translated by Quran Qaloon in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-quranqaloon.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Quran Qumbul,ara_quranqumbul,Translated by Quran Qumbul in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-quranqumbul.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Quran Shouba,ara_quranshouba,Translated by Quran Shouba in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-quranshouba.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Quran Simple,ara_quransimple,Translated by Quran Simple in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-quransimple.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Quran Soosi,ara_quransoosi,Translated by Quran Soosi in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-quransoosi.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Quran Soosi Non Unicode,ara_quransoosinonun,Translated by Quran Soosi Non Unicode in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-quransoosinonun.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Quran Uthmani Enc,ara_quranuthmanienc,Translated by Quran Uthmani Enc in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-quranuthmanienc.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Quran Uthmani Hafs,ara_quranuthmanihaf,Translated by Quran Uthmani Hafs in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-quranuthmanihaf.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Quran Warsh,ara_quranwarsh,Translated by Quran Warsh in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-quranwarsh.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Siraj Tafseer,ara_sirajtafseer,Translated by Siraj Tafseer in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-sirajtafseer.json
Saudi Arabia,No,fawazahmed,Arabic,Arabic,ara,65,65,1,Siraj Tafseer No Diacritics,ara_sirajtafseernod,Translated by Siraj Tafseer No Diacritics in Arabic,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ara-sirajtafseernod.json
Azerbaijan,No,fawazahmed,Azerbaijani,Azerbaijani,aze,12,12,1,Khan Musayev,aze_khanmusayev,Translated by Khan Musayev in Azerbaijani,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/aze-khanmusayev.json
Azerbaijan,No,fawazahmed,Azerbaijani,Azerbaijani,aze,12,12,1,Vasim Mammadaliyev And Ziya Bunyadov,aze_vasimmammadaliy,Translated by Vasim Mammadaliyev And Ziya Bunyadov in Azerbaijani,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/aze-vasimmammadaliy.json
Mali,No,fawazahmed,Bambara,Bambara,bam,73,73,1,Deen Muhammad,bam_deenmuhammad,Translated by Deen Muhammad in Bambara,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/bam-deenmuhammad.json
"Bangladesh, India",Mixed,fawazahmed,Bengali,Bengali,ben,43,43,1,Muhiuddin Khan,ben_muhiuddinkhan,Translated by Muhiuddin Khan in Bengali,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ben-muhiuddinkhan.json
"Bangladesh, India",Mixed,fawazahmed,Bengali,Bengali,ben,43,43,1,Zohurul Hoque,ben_zohurulhoque,Translated by Zohurul Hoque in Bengali,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ben-zohurulhoque.json
"Morocco, Algeria, Libya",No,fawazahmed,Berber,Berber,ber,74,74,1,Ramdane At Mansour,ber_ramdaneatmansou,Translated by Ramdane At Mansour in Berber,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ber-ramdaneatmansou.json
Bosnia ,No,fawazahmed,Bosnian,Bosnian,bos,66,66,1,Korkut,bos_korkut,Translated by Korkut in Bosnian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/bos-korkut.json
Bosnia ,No,fawazahmed,Bosnian,Bosnian,bos,66,66,1,Mustafa Mlivo,bos_mustafamlivo,Translated by Mustafa Mlivo in Bosnian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/bos-mustafamlivo.json
Bosnia ,No,fawazahmed,Bosnian,Bosnian,bos,66,66,1,Transliterim,bos_transliterim,Translated by Transliterim in Bosnian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/bos-transliterim.json
Bosnia ,No,fawazahmed,Bosnian,Bosnian,bos,66,66,1,Www.islamhouse.com,bos_wwwislamhouseco,Translated by Www.islamhouse.com in Bosnian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/bos-wwwislamhouseco.json
Bulgaria,Yes,fawazahmed,Bulgarian,Bulgarian,bul,8,8,1,Tzvetan Theophanov,bul_tzvetantheophan,Translated by Tzvetan Theophanov in Bulgarian,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/bul-tzvetantheophan.json
"Spain (Catalonia), Andorra",Yes,fawazahmed,Catalan,Catalan,cat,75,75,1,Youssef Lyoussi,cat_yousseflyoussi,Translated by Youssef Lyoussi in Catalan,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/cat-yousseflyoussi.json
Czech Republic,Yes,fawazahmed,Czech,Czech,ces,76,76,1,A. R. Nykl,ces_arnykl,Translated by A. R. Nykl in Czech,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ces-arnykl.json
Czech Republic,Yes,fawazahmed,Czech,Czech,ces,76,76,1,Hadi Abdollahian,ces_hadiabdollahian,Translated by Hadi Abdollahian in Czech,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ces-hadiabdollahian.json
Czech Republic,Yes,fawazahmed,Czech,Czech,ces,76,76,1,Preklad I. Hrbek,ces_prekladihrbek,Translated by Preklad I. Hrbek in Czech,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/ces-prekladihrbek.json
Denmark,Yes,fawazahmed,Danish,Danish,dan,103,103,1,Hadi Abdollahian,dan-hadiabdollahian,Translated by Hadi Abdollahian in Danish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/dan-hadiabdollahian.json
Denmark,Yes,fawazahmed,Danish,Danish,dan,103,103,1,Van De Taal,dan-vandetaal,Translated by Van De Taal in Danish,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/dan-vandetaal.json
Germany,Yes,fawazahmed,German,German,deu,77,77,1,Adel Theodor Khoury,deu_adeltheodorkhou,Translated by Adel Theodor Khoury in German,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/deu-adeltheodorkhou.json
Germany,Yes,fawazahmed,German,German,deu,77,77,1,Amir Zaidan,deu_amirzaidan,Translated by Amir Zaidan in German,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/deu-amirzaidan.json
Germany,Yes,fawazahmed,German,German,deu,77,77,1,A. S. F. Bubenheim And N. Elyas,deu_asfbubenheimand,Translated by A. S. F. Bubenheim And N. Elyas in German,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/deu-asfbubenheimand.json
Maldives,No,fawazahmed,Divehi,Divehi,div,78,78,1,Office Of The President Of Maldives,div_officeofthepres,Translated by Office Of The President Of Maldives in Divehi,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/div-officeofthepres.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Abdel Haleem,eng_abdelhaleem,Translated by Abdel Haleem in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-abdelhaleem.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Abdul Hye,eng_abdulhye,Translated by Abdul Hye in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-abdulhye.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Abdullah Yusuf Ali,eng_abdullahyusufal,Translated by Abdullah Yusuf Ali in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-abdullahyusufal.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Abdul Majid Daryabadi,eng_abdulmajiddarya,Translated by Abdul Majid Daryabadi in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-abdulmajiddarya.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Abul Ala Maududi,eng_abulalamaududi,Translated by Abul Ala Maududi in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-abulalamaududi.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Ahmed Ali,eng_ahmedali,Translated by Ahmed Ali in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-ahmedali.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Aisha Bewley,eng_aishabewley,Translated by Aisha Bewley in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-aishabewley.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,A. J. Arberry,eng_ajarberry,Translated by A. J. Arberry in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-ajarberry.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Al Bilal Muhammad Et Al,eng_albilalmuhammad,Translated by Al Bilal Muhammad Et Al in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-albilalmuhammad.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Ali Bakhtiari Nejad,eng_alibakhtiarinej,Translated by Ali Bakhtiari Nejad in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-alibakhtiarinej.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Ali Quli Qarai,eng_aliquliqarai,Translated by Ali Quli Qarai in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-aliquliqarai.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Ali Unal,eng_aliunal,Translated by Ali Unal in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-aliunal.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Almuntakhab Fi Tafsir Alquran Alkarim,eng_almuntakhabfita,Translated by Almuntakhab Fi Tafsir Alquran Alkarim in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-almuntakhabfita.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Dr Kamal Omar,eng_drkamalomar,Translated by Dr Kamal Omar in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-drkamalomar.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Dr Laleh Bakhtiar,eng_drlalehbakhtiar,Translated by Dr Laleh Bakhtiar in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-drlalehbakhtiar.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Dr Munir Munshey,eng_drmunirmunshey,Translated by Dr Munir Munshey in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-drmunirmunshey.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Edward Henry Palmer,eng_edwardhenrypalm,Translated by Edward Henry Palmer in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-edwardhenrypalm.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Farook Malik,eng_farookmalik,Translated by Farook Malik in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-farookmalik.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,George Sale,eng_georgesale,Translated by George Sale in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-georgesale.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Hamid S Aziz,eng_hamidsaziz,Translated by Hamid S Aziz in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-hamidsaziz.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,John Medows Rodwell,eng_johnmedowsrodwe,Translated by John Medows Rodwell in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-johnmedowsrodwe.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Literal,eng_literal,Translated by Literal in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-literal.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Maududi,eng_maududi,Translated by Maududi in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-maududi.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Mir Anees Original,eng_miraneesorigina,Translated by Mir Anees Original in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-miraneesorigina.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Mir Aneesuddin,eng_miraneesuddin,Translated by Mir Aneesuddin in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-miraneesuddin.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Mohammad Habib Shakir,eng_mohammadhabibsh,Translated by Mohammad Habib Shakir in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-mohammadhabibsh.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Mohammad Shafi,eng_mohammadshafi,Translated by Mohammad Shafi in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-mohammadshafi.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Mohammed Marmaduke William Pickthall,eng_mohammedmarmadu,Translated by Mohammed Marmaduke William Pickthall in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-mohammedmarmadu.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Mufti Taqi Usmani,eng_muftitaqiusmani,Translated by Mufti Taqi Usmani in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-muftitaqiusmani.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Muhammad Asad,eng_muhammadasad,Translated by Muhammad Asad in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-muhammadasad.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Muhammad Mahmoud Ghali,eng_muhammadmahmoud,Translated by Muhammad Mahmoud Ghali in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-muhammadmahmoud.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Muhammad Sarwar,eng_muhammadsarwar,Translated by Muhammad Sarwar in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-muhammadsarwar.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan,eng_muhammadtaqiudd,Translated by Muhammad Taqi Ud Din Al Hilali And Muhammad Muhsin Khan in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-muhammadtaqiudd.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Mustafa Khattab Allah Edition,eng_mustafakhattaba,Translated by Mustafa Khattab Allah Edition in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-mustafakhattaba.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Mustafa Khattab God Edition,eng_mustafakhattabg,Translated by Mustafa Khattab God Edition in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-mustafakhattabg.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,N J Dawood,eng_njdawood,Translated by N J Dawood in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-njdawood.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Safi Kaskas,eng_safikaskas,Translated by Safi Kaskas in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-safikaskas.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Safi Ur Rahman Al Mubarakpuri,eng_safiurrahmanalm,Translated by Safi Ur Rahman Al Mubarakpuri in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-safiurrahmanalm.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Shabbir Ahmed,eng_shabbirahmed,Translated by Shabbir Ahmed in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-shabbirahmed.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Syed Vickar Ahamed,eng_syedvickarahame,Translated by Syed Vickar Ahamed in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-syedvickarahame.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Talal A Itani New Translation,eng_talalaitaninewt,Translated by Talal A Itani New Translation in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-talalaitaninewt.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Talal Itani,eng_talalitani,Translated by Talal Itani in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-talalitani.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,Tbirving,eng_tbirving,Translated by Tbirving in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-tbirving.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,The Monotheist Group Edition,eng_themonotheistgr,Translated by The Monotheist Group Edition in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-themonotheistgr.json
"UK, US",Yes,fawazahmed,English,English,eng,1,1,1,The Study Quran,eng_thestudyquran,Translated by The Study Quran in English,https://cdn.jsdelivr.net/gh/fawazahmed0/quran-api@1/editions/eng-thestudyquran.json
